Project ID,Class,Requirement
1057,SR,'The tool should block network communication from hosts identified as compromised to mitigate the risk of data breaches.'
1905,SR,'The component must use asymmetric encryption (ECC) for secure key exchange as part of the defence-in-depth security strategy.'
1773,NSR,'The platform should support bulk submission of files for batch malware analysis processing.'
804,NSR,'The interface shall generate detailed reports of vulnerability assessment results in PDF format.'
1403,NSR,'The system will maintain a false positive rate below 5% during detection operations.'
775,NSR,'The platform should achieve an uptime of at least 99.9% measured over a rolling 90-day period.'
663,SR,'The platform should monitor file system changes to detect ransomware encryption activity in order to maintain system integrity.'
1192,SR,'The component should detect outdated or vulnerable third-party libraries in analyzed applications as part of the defence-in-depth security strategy.'
1975,SR,'The service will anonymize personally identifiable information before analysis to ensure compliance with security best practices.'
1375,NSR,"'The application should allow users to register an account by providing their name, email, and department.'"
1598,SR,'The framework should identify and report sensitive data exposure injection points in target applications as part of the defence-in-depth security strategy.'
77,NSR,'The system user interface shall communicate with the Blockchain Land Registry smart contract using web3.js. '
48,NSR,'The components and the functionalities of the project are associated with a friendly interface design to enhance users experience.'
676,SR,'The component should validate input sanitization to prevent XSS (Cross-Site Scripting) injection attacks to protect against unauthorized access.'
2192,NSR,'The tool must generate automated summary emails of daily vulnerability assessment activities.'
1419,SR,'The platform shall limit login attempts to 10 consecutive failures before locking the account as part of the defence-in-depth security strategy.'
1723,SR,'The component will detect and block connections to known malicious IP addresses and domains to ensure confidentiality and integrity of sensitive data.'
1045,NSR,'The application must generate detailed reports of authentication results in CSV format.'
2345,NSR,'The interface will ensure the system can process tasks reliably across all supported Windows and Linux environments.'
1854,SR,'The software must protect private keys from unauthorized extraction or export in order to maintain system integrity.'
1577,NSR,'The module will provide a user-friendly graphical user interface (GUI) for ease of use.'
